Gender,Race_Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation,Maths_Score,Reading_Score,Writing_Score
Male,Group C,master's degree,Standard,None,52,34,67
Male,Group B,some high school,Standard,Completed,14,18,37
Female,Group B,some high school,Free/Reduced,None,75,76,63
Female,Group E,bachelor's degree,Free/Reduced,Completed,91,75,33
Female,Group D,associate's degree,Free/Reduced,Completed,26,29,85
Female,Group C,some college,Free/Reduced,None,43,58,30
Male,Group E,high school,Standard,None,0,97,55
Female,Group B,bachelor's degree,Free/Reduced,Completed,93,44,77
Male,Group D,high school,Standard,None,24,98,28
Female,Group A,associate's degree,Free/Reduced,Completed,46,18,32
Male,Group C,bachelor's degree,Free/Reduced,Completed,70,74,27
Male,Group C,associate's degree,Standard,None,7,84,8
Male,Group D,high school,Standard,Completed,3,97,27
Male,Group D,some high school,Standard,None,89,60,83
Male,Group B,bachelor's degree,Free/Reduced,Completed,97,44,24
Male,Group C,master's degree,Standard,None,77,69,31
Male,Group B,high school,Standard,Completed,91,72,14
Female,Group D,some high school,Standard,None,28,4,58
Male,Group A,some college,Standard,None,35,44,57
Male,Group D,bachelor's degree,Free/Reduced,Completed,78,64,59
Male,Group C,bachelor's degree,Free/Reduced,Completed,40,1,36
Male,Group B,associate's degree,Standard,Completed,87,56,67
Female,Group B,high school,Free/Reduced,Completed,30,60,6
Male,Group D,master's degree,Standard,None,91,28,75
Male,Group D,bachelor's degree,Free/Reduced,Completed,15,0,34
Female,Group A,master's degree,Standard,None,8,52,11
Female,Group E,some high school,Free/Reduced,None,90,61,81
Male,Group C,some high school,Free/Reduced,Completed,22,30,30
Female,Group C,bachelor's degree,Free/Reduced,None,35,67,80
Male,Group D,master's degree,Free/Reduced,None,51,61,69
Female,Group C,some high school,Standard,None,40,47,51
Female,Group B,master's degree,Standard,None,34,85,53
Male,Group C,high school,Free/Reduced,None,78,97,85
Male,Group D,high school,Free/Reduced,None,64,9,57
Male,Group D,some high school,Standard,Completed,77,48,82
Female,Group A,master's degree,Standard,Completed,28,57,82
Male,Group E,associate's degree,Free/Reduced,None,63,75,20
Female,Group D,some college,Standard,None,4,90,55
Female,Group B,some college,Standard,None,29,23,82
Male,Group C,some college,Standard,None,43,24,57
Male,Group C,some college,Free/Reduced,None,13,24,48
Female,Group A,master's degree,Standard,None,14,67,69
Male,Group A,high school,Standard,None,49,94,24
Male,Group D,high school,Free/Reduced,None,68,88,10
Female,Group B,master's degree,Free/Reduced,None,11,54,61
Male,Group A,some high school,Standard,Completed,16,39,38
Male,Group E,some high school,Free/Reduced,None,55,8,87
Female,Group B,high school,Standard,Completed,76,46,82
Female,Group C,bachelor's degree,Standard,Completed,10,7,39
Female,Group C,high school,Free/Reduced,None,92,31,75
Male,Group C,bachelor's degree,Free/Reduced,Completed,7,93,61
Male,Group A,some high school,Standard,None,99,3,55
Female,Group C,some high school,Free/Reduced,Completed,2,57,2
Female,Group C,some college,Free/Reduced,Completed,91,99,23
Male,Group B,bachelor's degree,Free/Reduced,None,16,67,82
Male,Group E,some high school,Free/Reduced,None,78,17,3
Female,Group E,high school,Standard,None,29,32,100
Male,Group C,high school,Standard,None,14,68,88
Female,Group C,associate's degree,Standard,None,20,69,3
Male,Group C,associate's degree,Free/Reduced,Completed,87,63,76
Female,Group C,bachelor's degree,Free/Reduced,None,77,6,93
Female,Group D,high school,Free/Reduced,None,90,60,35
Male,Group A,master's degree,Standard,Completed,31,77,33
Male,Group A,master's degree,Free/Reduced,Completed,35,18,43
Female,Group B,associate's degree,Standard,Completed,65,41,31
Female,Group C,bachelor's degree,Free/Reduced,Completed,77,88,33
Female,Group D,some college,Free/Reduced,None,53,47,99
Male,Group E,master's degree,Standard,Completed,4,32,46
Male,Group D,some high school,Free/Reduced,Completed,75,21,37
Male,Group C,bachelor's degree,Standard,None,66,27,1
Male,Group D,some college,Free/Reduced,None,53,97,7
Male,Group A,associate's degree,Free/Reduced,Completed,75,61,56
Female,Group D,some college,Standard,Completed,46,30,84
Female,Group B,some high school,Standard,Completed,56,13,65
Male,Group C,some college,Free/Reduced,Completed,81,95,63
Female,Group C,some college,Standard,None,91,30,46
Male,Group C,bachelor's degree,Standard,Completed,16,6,6
Female,Group C,master's degree,Free/Reduced,Completed,49,42,29
Male,Group D,associate's degree,Free/Reduced,Completed,76,18,78
Male,Group C,bachelor's degree,Standard,Completed,21,77,54
Male,Group A,some high school,Standard,Completed,88,89,32
Male,Group C,bachelor's degree,Standard,None,99,5,68
Female,Group A,some high school,Free/Reduced,None,21,7,53
Female,Group A,high school,Free/Reduced,None,88,37,95
Female,Group C,master's degree,Free/Reduced,Completed,79,47,5
Female,Group A,high school,Free/Reduced,None,49,40,91
Female,Group D,some high school,Standard,None,97,20,17
Female,Group D,some high school,Free/Reduced,Completed,13,62,92
Female,Group D,associate's degree,Standard,Completed,32,20,6
Male,Group E,some high school,Standard,None,70,59,37
Female,Group A,some high school,Free/Reduced,None,89,53,1
Male,Group A,some high school,Standard,None,68,92,99
Male,Group D,master's degree,Free/Reduced,None,55,87,1
Female,Group B,bachelor's degree,Free/Reduced,None,14,69,8
Male,Group D,master's degree,Standard,Completed,18,59,14
Male,Group C,associate's degree,Free/Reduced,None,17,29,48
Male,Group A,some high school,Free/Reduced,None,16,68,10
Male,Group B,master's degree,Standard,Completed,67,44,51
Male,Group D,some high school,Standard,None,43,11,88
Female,Group D,master's degree,Free/Reduced,Completed,97,92,45
Male,Group A,high school,Free/Reduced,None,53,83,17
Male,Group B,bachelor's degree,Standard,Completed,14,67,75
Male,Group C,some college,Standard,Completed,49,24,25
Male,Group D,some college,Free/Reduced,None,78,72,84
Male,Group A,bachelor's degree,Standard,None,57,83,7
Male,Group D,high school,Free/Reduced,None,97,36,34
Female,Group C,some high school,Free/Reduced,Completed,57,57,86
Female,Group B,high school,Standard,Completed,45,24,32
Female,Group A,some high school,Free/Reduced,None,0,54,90
Female,Group A,some high school,Free/Reduced,Completed,22,54,40
Male,Group A,bachelor's degree,Free/Reduced,None,75,28,35
Female,Group E,some college,Standard,None,91,71,30
Male,Group E,high school,Free/Reduced,Completed,24,55,43
Male,Group C,some high school,Standard,None,42,92,73
Female,Group E,associate's degree,Free/Reduced,None,18,91,46
Male,Group A,some college,Standard,Completed,67,58,80
Male,Group B,master's degree,Free/Reduced,Completed,46,43,8
Male,Group C,master's degree,Free/Reduced,None,97,29,75
Female,Group B,associate's degree,Free/Reduced,Completed,26,75,12
Male,Group C,associate's degree,Free/Reduced,Completed,12,74,96
Male,Group D,master's degree,Standard,Completed,77,7,91
Male,Group A,associate's degree,Standard,Completed,63,81,36
Female,Group A,associate's degree,Free/Reduced,None,30,12,51
Female,Group E,some college,Free/Reduced,None,84,26,9
Female,Group C,master's degree,Standard,Completed,76,73,88
Male,Group C,associate's degree,Free/Reduced,None,37,95,23
Female,Group C,some high school,Free/Reduced,Completed,70,71,76
Female,Group C,some college,Free/Reduced,Completed,84,81,7
Male,Group C,some high school,Standard,Completed,54,87,43
Female,Group C,high school,Standard,Completed,65,48,43
Female,Group B,some college,Standard,None,68,86,31
Male,Group D,some high school,Free/Reduced,None,49,24,75
Male,Group E,some high school,Standard,None,53,96,20
Female,Group B,some college,Standard,None,46,71,46
Male,Group D,high school,Standard,None,75,21,22
Female,Group A,master's degree,Free/Reduced,None,89,20,69
Female,Group A,high school,Standard,Completed,86,72,36
Female,Group C,associate's degree,Standard,None,72,8,12
Male,Group D,associate's degree,Free/Reduced,Completed,46,78,66
Female,Group A,associate's degree,Free/Reduced,None,97,57,33
Male,Group C,high school,Free/Reduced,Completed,4,43,72
Female,Group A,bachelor's degree,Free/Reduced,Completed,13,22,99
Male,Group E,master's degree,Standard,Completed,20,7,24
Male,Group D,some college,Standard,None,59,86,77
Male,Group D,master's degree,Free/Reduced,None,77,81,34
Male,Group B,high school,Standard,Completed,5,49,55
Female,Group E,associate's degree,Free/Reduced,None,59,21,49
Male,Group D,some high school,Standard,None,6,5,70
Female,Group A,associate's degree,Free/Reduced,Completed,40,30,27
Female,Group E,bachelor's degree,Free/Reduced,Completed,74,86,70
Female,Group D,bachelor's degree,Free/Reduced,Completed,77,99,33
Male,Group C,some college,Standard,None,47,59,4
Female,Group D,some high school,Standard,None,4,4,33
Female,Group B,associate's degree,Free/Reduced,Completed,85,40,67
Female,Group A,high school,Free/Reduced,Completed,25,51,31
Female,Group E,master's degree,Free/Reduced,Completed,98,7,79
Female,Group D,high school,Standard,None,65,68,82
Male,Group A,master's degree,Standard,Completed,80,1,90
Male,Group B,master's degree,Free/Reduced,None,82,47,56
Female,Group D,master's degree,Free/Reduced,Completed,28,40,12
Female,Group C,some high school,Free/Reduced,None,36,35,88
Female,Group B,some college,Standard,Completed,15,88,94
Male,Group C,bachelor's degree,Standard,None,54,72,39
Male,Group E,associate's degree,Standard,None,74,25,26
Male,Group B,some college,Standard,Completed,83,78,91
Female,Group E,master's degree,Free/Reduced,None,58,69,84
Male,Group C,some college,Free/Reduced,None,52,83,23
Male,Group D,high school,Free/Reduced,Completed,95,61,75
Female,Group C,some high school,Free/Reduced,Completed,41,63,26
Female,Group E,master's degree,Free/Reduced,Completed,42,53,10
Female,Group A,some college,Standard,None,85,12,48
Male,Group E,some high school,Free/Reduced,None,95,26,64
Male,Group C,master's degree,Free/Reduced,None,96,81,35
Female,Group E,bachelor's degree,Standard,None,9,44,24
Male,Group A,associate's degree,Free/Reduced,None,95,76,65
Female,Group D,associate's degree,Free/Reduced,Completed,98,83,40
Female,Group A,high school,Standard,Completed,56,19,75
Male,Group C,some high school,Free/Reduced,None,48,15,95
Female,Group C,some college,Free/Reduced,None,36,41,73
Male,Group A,bachelor's degree,Standard,Completed,15,47,5
Female,Group D,associate's degree,Standard,Completed,84,3,10
Female,Group C,associate's degree,Standard,None,48,40,28
Female,Group D,master's degree,Standard,None,65,73,31
Male,Group E,high school,Free/Reduced,Completed,90,71,23
Female,Group C,some high school,Standard,None,63,66,26
Female,Group A,some high school,Standard,Completed,53,88,25
Female,Group C,associate's degree,Free/Reduced,Completed,76,90,44
Female,Group C,master's degree,Standard,None,58,73,58
Male,Group A,high school,Standard,None,16,76,43
Female,Group E,high school,Standard,Completed,54,86,15
Female,Group B,bachelor's degree,Standard,Completed,48,92,38
Male,Group C,some college,Free/Reduced,None,1,55,91
Male,Group D,high school,Standard,Completed,31,7,18
Female,Group E,associate's degree,Free/Reduced,Completed,59,18,67
Male,Group E,high school,Standard,Completed,92,1,96
Female,Group A,some college,Free/Reduced,None,94,41,57
Male,Group B,master's degree,Free/Reduced,Completed,94,19,49
Female,Group E,high school,Standard,Completed,0,57,68
Male,Group A,some high school,Free/Reduced,Completed,44,34,58
Male,Group E,some college,Standard,None,2,100,14
Male,Group A,some college,Free/Reduced,Completed,24,43,15
Male,Group C,some high school,Standard,None,23,41,18
Female,Group B,high school,Standard,None,97,10,92
Female,Group D,master's degree,Standard,Completed,7,21,31
Female,Group A,associate's degree,Free/Reduced,None,11,14,17
Female,Group D,some college,Standard,None,82,56,92
Male,Group C,bachelor's degree,Free/Reduced,Completed,21,59,15
Female,Group E,some high school,Standard,None,73,45,58
Female,Group B,some college,Free/Reduced,None,92,37,35
Male,Group D,high school,Standard,Completed,44,54,18
Male,Group C,high school,Free/Reduced,None,11,18,31
Male,Group C,bachelor's degree,Free/Reduced,None,49,18,78
Female,Group C,associate's degree,Standard,None,32,83,80
Male,Group D,master's degree,Free/Reduced,None,31,89,44
Female,Group C,some high school,Free/Reduced,None,44,74,73
Male,Group A,associate's degree,Free/Reduced,None,81,80,88
Male,Group D,some high school,Standard,Completed,6,90,42
Female,Group B,high school,Standard,None,32,7,38
Male,Group C,some high school,Standard,None,91,9,47
Female,Group B,high school,Free/Reduced,None,55,90,91
Female,Group D,associate's degree,Standard,Completed,83,0,100
Male,Group C,some high school,Free/Reduced,None,94,29,11
Male,Group C,some high school,Standard,None,71,2,31
Male,Group A,master's degree,Free/Reduced,None,94,55,33
Male,Group A,bachelor's degree,Free/Reduced,None,39,18,34
Female,Group B,associate's degree,Free/Reduced,Completed,1,36,49
Male,Group E,some high school,Standard,None,25,91,23
Male,Group C,associate's degree,Standard,None,7,76,84
Female,Group D,bachelor's degree,Free/Reduced,None,58,34,6
Male,Group E,high school,Free/Reduced,Completed,24,26,24
Female,Group B,master's degree,Standard,Completed,5,83,25
Male,Group C,bachelor's degree,Standard,Completed,17,1,21
Male,Group D,master's degree,Standard,None,91,90,53
Male,Group D,some high school,Free/Reduced,Completed,33,22,67
Female,Group B,high school,Standard,Completed,60,0,3
Male,Group B,bachelor's degree,Free/Reduced,None,23,75,42
Male,Group E,some high school,Standard,None,30,40,41
Male,Group D,bachelor's degree,Standard,Completed,17,45,92
Female,Group D,some college,Standard,Completed,55,42,41
Female,Group B,associate's degree,Standard,Completed,62,82,42
Female,Group C,bachelor's degree,Free/Reduced,Completed,25,95,49
Female,Group C,high school,Free/Reduced,None,85,51,0
Female,Group A,high school,Standard,None,31,32,33
Female,Group A,master's degree,Standard,None,64,16,93
Female,Group E,bachelor's degree,Free/Reduced,Completed,100,57,60
Male,Group A,associate's degree,Standard,None,53,17,82
Male,Group D,master's degree,Standard,None,92,48,89
Female,Group D,some college,Free/Reduced,Completed,51,77,60
Female,Group B,high school,Free/Reduced,Completed,3,56,89
Female,Group D,high school,Free/Reduced,None,99,39,44
Male,Group C,associate's degree,Free/Reduced,Completed,40,76,67
Male,Group D,some high school,Free/Reduced,None,84,14,27
Female,Group A,high school,Free/Reduced,Completed,61,94,94
Male,Group A,some college,Free/Reduced,None,87,21,37
Male,Group E,bachelor's degree,Free/Reduced,Completed,20,80,86
Female,Group B,some high school,Standard,None,15,28,19
Male,Group D,associate's degree,Standard,Completed,50,80,93
Female,Group C,associate's degree,Standard,Completed,92,68,65
Male,Group D,bachelor's degree,Free/Reduced,Completed,97,94,84
Female,Group A,master's degree,Free/Reduced,Completed,46,2,10
Male,Group A,associate's degree,Free/Reduced,Completed,95,90,80
Male,Group D,associate's degree,Free/Reduced,Completed,77,34,87
Female,Group C,high school,Free/Reduced,None,73,99,42
Male,Group A,some high school,Standard,Completed,100,76,94
Female,Group A,associate's degree,Free/Reduced,Completed,27,48,53
Female,Group B,some college,Free/Reduced,Completed,80,3,72
Female,Group E,some college,Standard,Completed,94,71,0
Male,Group B,associate's degree,Standard,None,76,22,35
Male,Group E,bachelor's degree,Standard,Completed,49,46,67
